Question,Answer,Score_x,CreationDate,text
OPENGL User Interface Programming,"<p>This is not an answer, more of a plea: Please don't do that.</p>

<p>Your reimplemented widgets will lack all sorts of functionality that users will miss. Will your text-entry boxes support drag'n'drop? Copy/paste? Right-to-left scripts? Drag-select? Double-click-select? Will all these mechanisms follow the native conventions of each platform you support?</p>

<p>With Wx your widgets might look inconsistant with the app, but at least they'll look consistant with the OS which is just as important. And more importantly, they'll do what users expect.</p>

<p>(edit) Three posts, and -3 points? Screw this den of karma-whores. Original poster: I have implemented a basic set of widgets in OpenGL (for a game UI) and it was an endless nightmare of a job.</p>
",1,2008-09-16T23:11:31Z,"Question:
OPENGL User Interface Programming

Answer:
<p>This is not an answer, more of a plea: Please don't do that.</p>

<p>Your reimplemented widgets will lack all sorts of functionality that users will miss. Will your text-entry boxes support drag'n'drop? Copy/paste? Right-to-left scripts? Drag-select? Double-click-select? Will all these mechanisms follow the native conventions of each platform you support?</p>

<p>With Wx your widgets might look inconsistant with the app, but at least they'll look consistant with the OS which is just as important. And more importantly, they'll do what users expect.</p>

<p>(edit) Three posts, and -3 points? Screw this den of karma-whores. Original poster: I have implemented a basic set of widgets in OpenGL (for a game UI) and it was an endless nightmare of a job.</p>
"
Redirect command to input of another in Python,"<p>It can be done. As of Python 2.5, however, this mechanism is Linux-specific and not portable:</p>

<pre><code>import subprocess
import sys

file = sys.argv[1]
p1 = subprocess.Popen(['hg', 'cat', file], stdout=subprocess.PIPE)
p2 = subprocess.Popen([
    'gvimdiff',
    '/proc/self/fd/%s' % p1.stdout.fileno(),
    file])
p2.wait()
</code></pre>

<p>That said, in the specific case of diff, you can simply take one of the files from stdin, and remove the need to use the bash-alike functionality in question:</p>

<pre><code>file = sys.argv[1]
p1 = subprocess.Popen(['hg', 'cat', file], stdout=subprocess.PIPE)
p2 = subprocess.Popen(['diff', '-', file], stdin=p1.stdout)
diff_text = p2.communicate()[0]
</code></pre>
",5,2008-09-16T23:46:47Z,"Question:
Redirect command to input of another in Python

Answer:
<p>It can be done. As of Python 2.5, however, this mechanism is Linux-specific and not portable:</p>

<pre><code>import subprocess
import sys

file = sys.argv[1]
p1 = subprocess.Popen(['hg', 'cat', file], stdout=subprocess.PIPE)
p2 = subprocess.Popen([
    'gvimdiff',
    '/proc/self/fd/%s' % p1.stdout.fileno(),
    file])
p2.wait()
</code></pre>

<p>That said, in the specific case of diff, you can simply take one of the files from stdin, and remove the need to use the bash-alike functionality in question:</p>

<pre><code>file = sys.argv[1]
p1 = subprocess.Popen(['hg', 'cat', file], stdout=subprocess.PIPE)
p2 = subprocess.Popen(['diff', '-', file], stdin=p1.stdout)
diff_text = p2.communicate()[0]
</code></pre>
"
Python ReportLab use of splitfirst/splitlast,"<p>Well, it looks as if I will be answering my own question.</p>

<p>First, the documentation flat out lies where it reads ""In any style command the first row index may be set to one of the special strings 'splitlast' or 'splitfirst' to indicate that the style should be used only for the last row of a split table, or the first row of a continuation.""  In the current release, the ""splitlast"" and ""splitfirst"" row indices break with the aforementioned TypeErrors on the TEXTCOLOR and BACKGROUND commnds.</p>

<p>My suspicion, based on reading the source code, is that only the tablestyle line commands (GRID, BOX, LINEABOVE, and LINEBELOW) are currently compatible with the 'splitfirst' and 'splitlast' row indices.  I suspect that all cell commands break with the aforementioned TypeErrors.</p>

<p>However, I was able to do what I wanted by subclassing the Table class and overriding the onSplit method.  Here is my code:</p>

<pre><code>class XTable(Table):
    def onSplit(self, T, byRow=1):
        T.setStyle(TableStyle([
          ('TEXTCOLOR', (0, 1), (1, 1), colors.black)]))
</code></pre>

<p>What this does is apply the text color black to the first and second cell of the second row of each page.  (The first row is a header, repeated by the repeatRows parameter of the Table.)  More precisely, it is doing this to the first and second cell of each frame, but since I am using the SimpleDocTemplate, frames and pages are identical.</p>
",6,2008-09-16T23:52:04Z,"Question:
Python ReportLab use of splitfirst/splitlast

Answer:
<p>Well, it looks as if I will be answering my own question.</p>

<p>First, the documentation flat out lies where it reads ""In any style command the first row index may be set to one of the special strings 'splitlast' or 'splitfirst' to indicate that the style should be used only for the last row of a split table, or the first row of a continuation.""  In the current release, the ""splitlast"" and ""splitfirst"" row indices break with the aforementioned TypeErrors on the TEXTCOLOR and BACKGROUND commnds.</p>

<p>My suspicion, based on reading the source code, is that only the tablestyle line commands (GRID, BOX, LINEABOVE, and LINEBELOW) are currently compatible with the 'splitfirst' and 'splitlast' row indices.  I suspect that all cell commands break with the aforementioned TypeErrors.</p>

<p>However, I was able to do what I wanted by subclassing the Table class and overriding the onSplit method.  Here is my code:</p>

<pre><code>class XTable(Table):
    def onSplit(self, T, byRow=1):
        T.setStyle(TableStyle([
          ('TEXTCOLOR', (0, 1), (1, 1), colors.black)]))
</code></pre>

<p>What this does is apply the text color black to the first and second cell of the second row of each page.  (The first row is a header, repeated by the repeatRows parameter of the Table.)  More precisely, it is doing this to the first and second cell of each frame, but since I am using the SimpleDocTemplate, frames and pages are identical.</p>
"
Is there a benefit to defining a class inside another class in Python?,"<p>You might want to do this when the ""inner"" class is a one-off, which will never be used outside the <em>definition</em> of the outer class. For example to use a metaclass, it's sometimes handy to do</p>

<pre><code>class Foo(object):
    class __metaclass__(type):
        ....
</code></pre>

<p>instead of defining a metaclass separately, if you're only using it once.</p>

<p>The only other time I've used nested classes like that, I used the outer class only as a namespace to group a bunch of closely related classes together:</p>

<pre><code>class Group(object):
    class cls1(object):
       ...

    class cls2(object):
       ...
</code></pre>

<p>Then from another module, you can import Group and refer to these as Group.cls1, Group.cls2 etc. However one might argue that you can accomplish exactly the same (perhaps in a less confusing way) by using a module.</p>
",54,2008-09-17T01:02:31Z,"Question:
Is there a benefit to defining a class inside another class in Python?

Answer:
<p>You might want to do this when the ""inner"" class is a one-off, which will never be used outside the <em>definition</em> of the outer class. For example to use a metaclass, it's sometimes handy to do</p>

<pre><code>class Foo(object):
    class __metaclass__(type):
        ....
</code></pre>

<p>instead of defining a metaclass separately, if you're only using it once.</p>

<p>The only other time I've used nested classes like that, I used the outer class only as a namespace to group a bunch of closely related classes together:</p>

<pre><code>class Group(object):
    class cls1(object):
       ...

    class cls2(object):
       ...
</code></pre>

<p>Then from another module, you can import Group and refer to these as Group.cls1, Group.cls2 etc. However one might argue that you can accomplish exactly the same (perhaps in a less confusing way) by using a module.</p>
"
How to check for memory leaks in Guile extension modules?,"<p>You've got a couple options. One is to write a supressions file for valgrind that turns off reporting of stuff that you're not working on. Python has such a file, for example: 
<a href=""http://svn.python.org/projects/python/trunk/Misc/valgrind-python.supp"" rel=""nofollow"">http://svn.python.org/projects/python/trunk/Misc/valgrind-python.supp</a></p>

<p>If valgrind doesn't like your setup, another possibility is using <code>libmudflap</code>; you compile your program with <code>gcc -fmudflap -lmudflap</code>, and the resulting code is instrumented for pointer debugging. Described in the gcc docs, and here: <a href=""http://gcc.gnu.org/wiki/Mudflap_Pointer_Debugging"" rel=""nofollow"">http://gcc.gnu.org/wiki/Mudflap_Pointer_Debugging</a></p>
",3,2008-09-17T01:22:56Z,"Question:
How to check for memory leaks in Guile extension modules?

Answer:
<p>You've got a couple options. One is to write a supressions file for valgrind that turns off reporting of stuff that you're not working on. Python has such a file, for example: 
<a href=""http://svn.python.org/projects/python/trunk/Misc/valgrind-python.supp"" rel=""nofollow"">http://svn.python.org/projects/python/trunk/Misc/valgrind-python.supp</a></p>

<p>If valgrind doesn't like your setup, another possibility is using <code>libmudflap</code>; you compile your program with <code>gcc -fmudflap -lmudflap</code>, and the resulting code is instrumented for pointer debugging. Described in the gcc docs, and here: <a href=""http://gcc.gnu.org/wiki/Mudflap_Pointer_Debugging"" rel=""nofollow"">http://gcc.gnu.org/wiki/Mudflap_Pointer_Debugging</a></p>
"
Testing GUI code: should I use a mocking library?,"<p><strong>If you are writing your tests after you've written your code and making them pass, you are not doing TDD</strong> (nor are you getting any benefits of Test-First or Test-Driven development.. check out SO questions for definitive books on TDD)</p>

<blockquote>
  <p>One of the things I've noticed with
  using mocker is that it's easier to
  write the application code first and
  then go back and write the tests
  second, since most of the time I'm
  mocking many method calls and the
  syntax to write the mocked calls is
  much more verbose (thus harder to
  write) than the application code. It's
  easier to write the app code and then
  model the test code off of that.</p>
</blockquote>

<p>Of course, its easier because you are just testing that the sky is orange after you made it orange by painting it with a specific kind of brush. 
This is retrofitting tests (for self-assurance). Mocks are good but you should know how and when to use them - Like the saying goes 'When you have a hammer everything looks like a nail' It's also easy to write a whole load of unreadable and not-as-helpful-as-can-be  tests. The time spent understanding what the test is about is time lost that can be used to fix broken ones. </p>

<p>And the point is: </p>

<ul>
<li>Read <a href=""http://martinfowler.com/articles/mocksArentStubs.html#ClassicalAndMockistTesting"">Mocks aren't stubs - Martin Fowler</a> if you haven't already. Google out some documented instances of good <a href=""http://martinfowler.com/eaaDev/ModelViewPresenter.html"">ModelViewPresenter</a> patterned GUIs (Fake/Mock out the UIs if necessary). </li>
<li>Study your options and choose wisely. I'll play the guy with the halo on your left shoulder in white saying 'Don't do it.' Read this question as to <a href=""http://stackoverflow.com/questions/59195/how-are-mocks-meant-to-be-used"">my reasons</a> -  St. Justin  is on your right shoulder. I believe he has also something to say:) </li>
</ul>
",5,2008-09-17T02:52:58Z,"Question:
Testing GUI code: should I use a mocking library?

Answer:
<p><strong>If you are writing your tests after you've written your code and making them pass, you are not doing TDD</strong> (nor are you getting any benefits of Test-First or Test-Driven development.. check out SO questions for definitive books on TDD)</p>

<blockquote>
  <p>One of the things I've noticed with
  using mocker is that it's easier to
  write the application code first and
  then go back and write the tests
  second, since most of the time I'm
  mocking many method calls and the
  syntax to write the mocked calls is
  much more verbose (thus harder to
  write) than the application code. It's
  easier to write the app code and then
  model the test code off of that.</p>
</blockquote>

<p>Of course, its easier because you are just testing that the sky is orange after you made it orange by painting it with a specific kind of brush. 
This is retrofitting tests (for self-assurance). Mocks are good but you should know how and when to use them - Like the saying goes 'When you have a hammer everything looks like a nail' It's also easy to write a whole load of unreadable and not-as-helpful-as-can-be  tests. The time spent understanding what the test is about is time lost that can be used to fix broken ones. </p>

<p>And the point is: </p>

<ul>
<li>Read <a href=""http://martinfowler.com/articles/mocksArentStubs.html#ClassicalAndMockistTesting"">Mocks aren't stubs - Martin Fowler</a> if you haven't already. Google out some documented instances of good <a href=""http://martinfowler.com/eaaDev/ModelViewPresenter.html"">ModelViewPresenter</a> patterned GUIs (Fake/Mock out the UIs if necessary). </li>
<li>Study your options and choose wisely. I'll play the guy with the halo on your left shoulder in white saying 'Don't do it.' Read this question as to <a href=""http://stackoverflow.com/questions/59195/how-are-mocks-meant-to-be-used"">my reasons</a> -  St. Justin  is on your right shoulder. I believe he has also something to say:) </li>
</ul>
"
How do I get started processing email related to website activity?,"<p>There are some pretty serious concerns here for how to send email automatically, and here are a few:</p>

<p>Use an email library. Python includes one called 'email'. This is your friend, it will stop you from doing anything tragically wrong. Read an example from <a href=""http://docs.python.org/lib/node161.html"" rel=""nofollow"">the Python Manual</a>.</p>

<p>Some points that will stop you from getting blocked by spam filters:</p>

<p>Always send from a valid email address. You must be able to send email to this address and have it received (it can go into /dev/null after it's received, but it must be possible to /deliver/ there). This will stop spam filters that do Sender Address Verification from blocking your mail.</p>

<p>The email address you send from on the server.sendmail(fromaddr, [toaddr]) line will be where bounces go. The From: line in the email is a totally different address, and that's where mail will go when the user hits 'Reply:'. Use this to your advantage, bounces can go to one place, while reply goes to another.</p>

<p>Send email to a local mail server, I recommend postfix. This local server will receive your mail and be responsible for sending it to your upstream server. Once it has been delivered to the local server, treat it as 'sent' from a programmatic point of view.</p>

<p>If you have a site that is on a static ip in a datacenter of good reputation, don't be afraid to simply relay the mail directly to the internet. If you're in a datacenter full of script kiddies and spammers, you will need to relay this mail via a public MTA of good reputation, hopefully you will be able to work this out without a hassle.</p>

<p>Don't send an email in only HTML. Always send it in Plain and HTML, or just Plain. Be nice, I use a text only email client, and you don't want to annoy me.</p>

<p>Verify that you're not running SPF on your email domain, or get it configured to allow your server to send the mail. Do this by doing a TXT lookup on your domain.</p>

<pre><code>$ dig google.com txt
...snip...
;; ANSWER SECTION:
google.com. 	300	IN	TXT	""v=spf1 include:_netblocks.google.com ~all""
</code></pre>

<p>As you can see from that result, there's an SPF record there. If you don't have SPF, there won't be a TXT record. Read more about <a href=""http://en.wikipedia.org/wiki/Sender_Policy_Framework"" rel=""nofollow"">SPF on wikipedia</a>.</p>

<p>Hope that helps.</p>
",1,2008-09-17T03:19:29Z,"Question:
How do I get started processing email related to website activity?

Answer:
<p>There are some pretty serious concerns here for how to send email automatically, and here are a few:</p>

<p>Use an email library. Python includes one called 'email'. This is your friend, it will stop you from doing anything tragically wrong. Read an example from <a href=""http://docs.python.org/lib/node161.html"" rel=""nofollow"">the Python Manual</a>.</p>

<p>Some points that will stop you from getting blocked by spam filters:</p>

<p>Always send from a valid email address. You must be able to send email to this address and have it received (it can go into /dev/null after it's received, but it must be possible to /deliver/ there). This will stop spam filters that do Sender Address Verification from blocking your mail.</p>

<p>The email address you send from on the server.sendmail(fromaddr, [toaddr]) line will be where bounces go. The From: line in the email is a totally different address, and that's where mail will go when the user hits 'Reply:'. Use this to your advantage, bounces can go to one place, while reply goes to another.</p>

<p>Send email to a local mail server, I recommend postfix. This local server will receive your mail and be responsible for sending it to your upstream server. Once it has been delivered to the local server, treat it as 'sent' from a programmatic point of view.</p>

<p>If you have a site that is on a static ip in a datacenter of good reputation, don't be afraid to simply relay the mail directly to the internet. If you're in a datacenter full of script kiddies and spammers, you will need to relay this mail via a public MTA of good reputation, hopefully you will be able to work this out without a hassle.</p>

<p>Don't send an email in only HTML. Always send it in Plain and HTML, or just Plain. Be nice, I use a text only email client, and you don't want to annoy me.</p>

<p>Verify that you're not running SPF on your email domain, or get it configured to allow your server to send the mail. Do this by doing a TXT lookup on your domain.</p>

<pre><code>$ dig google.com txt
...snip...
;; ANSWER SECTION:
google.com. 	300	IN	TXT	""v=spf1 include:_netblocks.google.com ~all""
</code></pre>

<p>As you can see from that result, there's an SPF record there. If you don't have SPF, there won't be a TXT record. Read more about <a href=""http://en.wikipedia.org/wiki/Sender_Policy_Framework"" rel=""nofollow"">SPF on wikipedia</a>.</p>

<p>Hope that helps.</p>
"
Unittest causing sys.exit(),"<p>In new Python 2.7 release, <a href=""http://docs.python.org/library/unittest.html#unittest.main"" rel=""nofollow"">unittest.main()</a> has a new argument.</p>

<p>If 'exit' is set to <code>False</code>, <code>sys.exit()</code> is not called during the execution of <code>unittest.main()</code>.</p>
",11,2008-09-17T03:46:55Z,"Question:
Unittest causing sys.exit()

Answer:
<p>In new Python 2.7 release, <a href=""http://docs.python.org/library/unittest.html#unittest.main"" rel=""nofollow"">unittest.main()</a> has a new argument.</p>

<p>If 'exit' is set to <code>False</code>, <code>sys.exit()</code> is not called during the execution of <code>unittest.main()</code>.</p>
"
How do I convert local time to UTC in Python?,"<p>First, parse the string into a naive datetime object. This is an instance of <code>datetime.datetime</code> with no attached timezone information. See documentation for <code>datetime.strptime</code> for information on parsing the date string.</p>

<p>Use the <a href=""http://pytz.sourceforge.net/""><code>pytz</code></a> module, which comes with a full list of time zones + UTC. Figure out what the local timezone is, construct a timezone object from it, and manipulate and attach it to the naive datetime.</p>

<p>Finally, use <code>datetime.astimezone()</code> method to convert the datetime to UTC.</p>

<p>Source code, using local timezone ""America/Los_Angeles"", for the string ""2001-2-3 10:11:12"":</p>

<pre><code>import pytz, datetime
local = pytz.timezone (""America/Los_Angeles"")
naive = datetime.datetime.strptime (""2001-2-3 10:11:12"", ""%Y-%m-%d %H:%M:%S"")
local_dt = local.localize(naive, is_dst=None)
utc_dt = local_dt.astimezone (pytz.utc)
</code></pre>

<p>From there, you can use the <code>strftime()</code> method to format the UTC datetime as needed:</p>

<pre><code>utc_dt.strftime (""%Y-%m-%d %H:%M:%S"")
</code></pre>
",147,2008-09-17T03:52:42Z,"Question:
How do I convert local time to UTC in Python?

Answer:
<p>First, parse the string into a naive datetime object. This is an instance of <code>datetime.datetime</code> with no attached timezone information. See documentation for <code>datetime.strptime</code> for information on parsing the date string.</p>

<p>Use the <a href=""http://pytz.sourceforge.net/""><code>pytz</code></a> module, which comes with a full list of time zones + UTC. Figure out what the local timezone is, construct a timezone object from it, and manipulate and attach it to the naive datetime.</p>

<p>Finally, use <code>datetime.astimezone()</code> method to convert the datetime to UTC.</p>

<p>Source code, using local timezone ""America/Los_Angeles"", for the string ""2001-2-3 10:11:12"":</p>

<pre><code>import pytz, datetime
local = pytz.timezone (""America/Los_Angeles"")
naive = datetime.datetime.strptime (""2001-2-3 10:11:12"", ""%Y-%m-%d %H:%M:%S"")
local_dt = local.localize(naive, is_dst=None)
utc_dt = local_dt.astimezone (pytz.utc)
</code></pre>

<p>From there, you can use the <code>strftime()</code> method to format the UTC datetime as needed:</p>

<pre><code>utc_dt.strftime (""%Y-%m-%d %H:%M:%S"")
</code></pre>
"
How do you design data models for Bigtable/Datastore (GAE)?,"<p>Designing a bigtable schema is an open process, and basically requires you to think about:</p>

<ul>
<li>The access patterns you will be using and how often each will be used</li>
<li>The relationships between your types</li>
<li>What indices you are going to need</li>
<li>The write patterns you will be using (in order to effectively spread load)</li>
</ul>

<p>GAE's datastore automatically denormalizes your data. That is, each index contains a (mostly) complete copy of the data, and thus every index adds significantly to time taken to perform a write, and the storage space used.</p>

<p>If this were not the case, designing a Datastore schema would be a lot more work: You would have to think carefully about the primary key for each type, and consider the effect of your decision on the locality of data. For example, when rendering a blog post you would probably need to display the comments to go along with it, so each comment's key would probably begin with the associated post's key.</p>

<p>With Datastore, this is not such a big deal: The query you use will look something like ""Select * FROM Comment WHERE post_id = N."" (If you want to page the comments, you would also have a limit clause, and a possible suffix of "" AND comment_id > last_comment_id"".) Once you add such a query, Datastore will build the index for you, and your reads will be magically fast.</p>

<p>Something to keep in mind is that each additional index creates some additional cost: it is best if you can use as few access patterns as possible, since it will reduce the number of indices GAE will construct, and thus the total storage required by your data.</p>

<p>Reading over this answer, I find it a little vague. Maybe a hands-on design question would help to scope this down? :-)</p>
",17,2008-09-17T04:02:53Z,"Question:
How do you design data models for Bigtable/Datastore (GAE)?

Answer:
<p>Designing a bigtable schema is an open process, and basically requires you to think about:</p>

<ul>
<li>The access patterns you will be using and how often each will be used</li>
<li>The relationships between your types</li>
<li>What indices you are going to need</li>
<li>The write patterns you will be using (in order to effectively spread load)</li>
</ul>

<p>GAE's datastore automatically denormalizes your data. That is, each index contains a (mostly) complete copy of the data, and thus every index adds significantly to time taken to perform a write, and the storage space used.</p>

<p>If this were not the case, designing a Datastore schema would be a lot more work: You would have to think carefully about the primary key for each type, and consider the effect of your decision on the locality of data. For example, when rendering a blog post you would probably need to display the comments to go along with it, so each comment's key would probably begin with the associated post's key.</p>

<p>With Datastore, this is not such a big deal: The query you use will look something like ""Select * FROM Comment WHERE post_id = N."" (If you want to page the comments, you would also have a limit clause, and a possible suffix of "" AND comment_id > last_comment_id"".) Once you add such a query, Datastore will build the index for you, and your reads will be magically fast.</p>

<p>Something to keep in mind is that each additional index creates some additional cost: it is best if you can use as few access patterns as possible, since it will reduce the number of indices GAE will construct, and thus the total storage required by your data.</p>

<p>Reading over this answer, I find it a little vague. Maybe a hands-on design question would help to scope this down? :-)</p>
"
Split a string by spaces -- preserving quoted substrings -- in Python,"<p>You want split, from the <a href=""https://docs.python.org/2/library/shlex.html"">shlex</a> module.</p>

<pre><code>&gt;&gt;&gt; import shlex
&gt;&gt;&gt; shlex.split('this is ""a test""')
['this', 'is', 'a test']
</code></pre>

<p>This should do exactly what you want.</p>
",163,2008-09-17T04:25:15Z,"Question:
Split a string by spaces -- preserving quoted substrings -- in Python

Answer:
<p>You want split, from the <a href=""https://docs.python.org/2/library/shlex.html"">shlex</a> module.</p>

<pre><code>&gt;&gt;&gt; import shlex
&gt;&gt;&gt; shlex.split('this is ""a test""')
['this', 'is', 'a test']
</code></pre>

<p>This should do exactly what you want.</p>
"
Btrieve without Pervasive?,"<p>If you download one of the trial versions, you can get/install the odbc client and connect that way.</p>

<p>In our version of pervasive (older version) on the server where the database is installed, you can also find this client install.</p>
",2,2008-09-17T05:15:02Z,"Question:
Btrieve without Pervasive?

Answer:
<p>If you download one of the trial versions, you can get/install the odbc client and connect that way.</p>

<p>In our version of pervasive (older version) on the server where the database is installed, you can also find this client install.</p>
"
PubSub lib for c#,"<p>These may be a bit heavy for you depending on your needs but:
<a href=""http://www.nservicebus.com/"" rel=""nofollow"">http://www.nservicebus.com/</a>
<a href=""http://blog.phatboyg.com/masstransit/"" rel=""nofollow"">http://blog.phatboyg.com/masstransit/</a></p>
",1,2008-09-17T05:44:30Z,"Question:
PubSub lib for c#

Answer:
<p>These may be a bit heavy for you depending on your needs but:
<a href=""http://www.nservicebus.com/"" rel=""nofollow"">http://www.nservicebus.com/</a>
<a href=""http://blog.phatboyg.com/masstransit/"" rel=""nofollow"">http://blog.phatboyg.com/masstransit/</a></p>
"
Asychronous Programming in Python Twisted,"<p>Twisted contains a <a href=""http://twistedmatrix.com/projects/core/documentation/howto/index.html"">large number of examples</a>.  One in particular, the <a href=""http://twistedmatrix.com/projects/core/documentation/howto/tutorial/intro.html"">""evolution of Finger"" tutorial</a>, contains a thorough explanation of how an asynchronous program grows from a very small kernel up to a complex system with lots of moving parts.  Another one that might be of interest to you is the tutorial about simply <a href=""http://twistedmatrix.com/projects/core/documentation/howto/servers.html"">writing servers</a>.</p>

<p>The key thing to keep in mind about Twisted, or even other asynchronous networking libraries (such as <a href=""http://www.python.org/doc/current/lib/module-asyncore.html"">asyncore</a>, <a href=""http://mina.apache.org/"">MINA</a>, or <a href=""http://www.cs.wustl.edu/~schmidt/ACE-overview.html"">ACE</a>), is that your code only gets invoked when something happens.  The part that I've heard most often sound like ""voodoo"" is the management of callbacks: for example, <code>Deferred</code>.  If you're used to writing code that runs in a straight line, and only calls functions which return immediately with results, the idea of waiting for something to call you back might be confusing.  But there's nothing magical, no ""voodoo"" about callbacks.  At the lowest level, the reactor is just sitting around and waiting for one of a small number of things to happen:</p>

<ol>
<li>Data arrives on a connection (it will call <code>dataReceived</code> on a Protocol)</li>
<li>Time has passed (it will call a function registered with <code>callLater</code>).</li>
<li>A connection has been accepted (it will call <code>buildProtocol</code> on a factory registered with a <code>listenXXX</code> or <code>connectXXX</code> function).</li>
<li>A connection has been dropped (it will call <code>connectionLost</code> on the appropriate Protocol)</li>
</ol>

<p>Every asynchronous program starts by hooking up a few of these events and then kicking off the reactor to wait for them to happen.  Of course, events that happen lead to more events that get hooked up or disconnected, and so your program goes on its merry way.  Beyond that, there's nothing special about asynchronous program structure that are interesting or special; event handlers and callbacks are just objects, and your code is run in the usual way.</p>

<p>Here's a simple ""event-driven engine"" that shows you just how simple this process is.</p>

<pre><code># Engine
import time
class SimplestReactor(object):
    def __init__(self):
        self.events = []
        self.stopped = False

    def do(self, something):
        self.events.append(something)

    def run(self):
        while not self.stopped:
            time.sleep(0.1)
            if self.events:
                thisTurn = self.events.pop(0)
                thisTurn()

    def stop(self):
        self.stopped = True

reactor = SimplestReactor()

# Application    
def thing1():
    print 'Doing thing 1'
    reactor.do(thing2)
    reactor.do(thing3)

def thing2():
    print 'Doing thing 2'

def thing3():
    print 'Doing thing 3: and stopping'
    reactor.stop()

reactor.do(thing1)
print 'Running'
reactor.run()
print 'Done!'
</code></pre>

<p>At the core of libraries like Twisted, the function in the main loop is not <code>sleep</code>, but an operating system call like <code>select()</code> or <code>poll()</code>, as exposed by a module like <a href=""http://docs.python.org/lib/module-select.html"">the Python select module</a>.  I say ""like"" <code>select</code>, because this is an API that varies a lot between platforms, and almost every GUI toolkit has its own version.  Twisted currently provides an abstract interface to 14 different variations on this theme.  The common thing that such an API provides is provide a way to say ""Here are a list of events that I'm waiting for.  Go to sleep until one of them happens, then wake up and tell me which one of them it was.""</p>
",29,2008-09-17T06:51:35Z,"Question:
Asychronous Programming in Python Twisted

Answer:
<p>Twisted contains a <a href=""http://twistedmatrix.com/projects/core/documentation/howto/index.html"">large number of examples</a>.  One in particular, the <a href=""http://twistedmatrix.com/projects/core/documentation/howto/tutorial/intro.html"">""evolution of Finger"" tutorial</a>, contains a thorough explanation of how an asynchronous program grows from a very small kernel up to a complex system with lots of moving parts.  Another one that might be of interest to you is the tutorial about simply <a href=""http://twistedmatrix.com/projects/core/documentation/howto/servers.html"">writing servers</a>.</p>

<p>The key thing to keep in mind about Twisted, or even other asynchronous networking libraries (such as <a href=""http://www.python.org/doc/current/lib/module-asyncore.html"">asyncore</a>, <a href=""http://mina.apache.org/"">MINA</a>, or <a href=""http://www.cs.wustl.edu/~schmidt/ACE-overview.html"">ACE</a>), is that your code only gets invoked when something happens.  The part that I've heard most often sound like ""voodoo"" is the management of callbacks: for example, <code>Deferred</code>.  If you're used to writing code that runs in a straight line, and only calls functions which return immediately with results, the idea of waiting for something to call you back might be confusing.  But there's nothing magical, no ""voodoo"" about callbacks.  At the lowest level, the reactor is just sitting around and waiting for one of a small number of things to happen:</p>

<ol>
<li>Data arrives on a connection (it will call <code>dataReceived</code> on a Protocol)</li>
<li>Time has passed (it will call a function registered with <code>callLater</code>).</li>
<li>A connection has been accepted (it will call <code>buildProtocol</code> on a factory registered with a <code>listenXXX</code> or <code>connectXXX</code> function).</li>
<li>A connection has been dropped (it will call <code>connectionLost</code> on the appropriate Protocol)</li>
</ol>

<p>Every asynchronous program starts by hooking up a few of these events and then kicking off the reactor to wait for them to happen.  Of course, events that happen lead to more events that get hooked up or disconnected, and so your program goes on its merry way.  Beyond that, there's nothing special about asynchronous program structure that are interesting or special; event handlers and callbacks are just objects, and your code is run in the usual way.</p>

<p>Here's a simple ""event-driven engine"" that shows you just how simple this process is.</p>

<pre><code># Engine
import time
class SimplestReactor(object):
    def __init__(self):
        self.events = []
        self.stopped = False

    def do(self, something):
        self.events.append(something)

    def run(self):
        while not self.stopped:
            time.sleep(0.1)
            if self.events:
                thisTurn = self.events.pop(0)
                thisTurn()

    def stop(self):
        self.stopped = True

reactor = SimplestReactor()

# Application    
def thing1():
    print 'Doing thing 1'
    reactor.do(thing2)
    reactor.do(thing3)

def thing2():
    print 'Doing thing 2'

def thing3():
    print 'Doing thing 3: and stopping'
    reactor.stop()

reactor.do(thing1)
print 'Running'
reactor.run()
print 'Done!'
</code></pre>

<p>At the core of libraries like Twisted, the function in the main loop is not <code>sleep</code>, but an operating system call like <code>select()</code> or <code>poll()</code>, as exposed by a module like <a href=""http://docs.python.org/lib/module-select.html"">the Python select module</a>.  I say ""like"" <code>select</code>, because this is an API that varies a lot between platforms, and almost every GUI toolkit has its own version.  Twisted currently provides an abstract interface to 14 different variations on this theme.  The common thing that such an API provides is provide a way to say ""Here are a list of events that I'm waiting for.  Go to sleep until one of them happens, then wake up and tell me which one of them it was.""</p>
"
